"ProductReference","Name","PrimaryCategory","CurrencyCode","CurrencyDescription","LegalStructure","ClosedToInvestDate","ReopenToInvestDate","InceptionDate","PerformanceStartDate","PerformanceEndDate","GrossNett","InitialNAV","InitialSharePrice","Guaranteed","NavROR","MinimumInvestment","ManagementFee","IncentiveFee","ManagementFeePayablePeriod","HighWaterMark","ShareEqualisationMethod","Leveraged","MaxLeverage","AvgLeverage","Futures","Derivatives","Margin","FXCredit","PersonalCapital","PersonalCapitalAmount","CurrencyExposure","OpenEnded","OpenToPublic","InvestsInManagedAccounts","InvestsInOtherFunds","AcceptsManagedAccounts","ManagedAccountsMinAmount","TrackingFrequency","SubscriptionFrequency","RedemptionFrequency","RedemptionNoticePeriod","LockUpPeriod","LockUpComment","PayOutPeriod","PayOutComment","AuditDate","RegisteredInvestmentAdviser","DomicileState","DomicileCountry"
2239,"Marshall Wace Eureka A1 EUR","Long/Short Equity Hedge","EUR","Euro","OEIC",2002-07-01 00:00:00,,1997-11-05 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,1,20,"Monthly",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25000000,"Monthly","Monthly","Monthly",30,0,"No lockup.",10,"",2018-12-31 00:00:00,0,"None","Ireland"
2247,"Odey European Inc EUR","Long/Short Equity Hedge","EUR","Euro","OEIC",2002-07-01 00:00:00,2005-07-01 00:00:00,1992-06-08 00:00:00,2009-02-27 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",1000000,1,20,"Monthly",0,0,1,350,0,1,0,1,1,1,0,0,1,0,0,0,0,0,"Monthly","Semi-Monthly","Semi-Monthly",7,12,"1% deducted before one year.",5,"see notes",2018-12-31 00:00:00,0,"None","Cayman Islands"
2252,"Z Europe Fund EURO Ltd","Long/Short Equity Hedge","EUR","Euro","Limited Corporation",2003-01-31 00:00:00,,1998-08-14 00:00:00,2008-08-25 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",70000,1.5,20,"Quarterly",1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,5000000,"Monthly","Weekly","Monthly",7,0,"nil",14,"",2018-12-31 00:00:00,0,"None","Cayman Islands"
2285,"Millburn MCo Partners LP","Fund of Funds","USD","US Dollar","Limited Partnership",,,1981-01-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",250000,1,0,"Not Defined",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,"Monthly","Monthly","Quarterly",75,0,"Not disclosed",,"Not disclosed",2018-12-31 00:00:00,0,"Delaware","United States"
2287,"European Capital Holdings Fund B EUR","Fund of Funds","EUR","Euro","LU - SICAV - Part 2",1900-01-01 00:00:00,2003-11-21 00:00:00,1998-11-02 00:00:00,2013-08-20 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",,1.5,5,"Annual",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"Monthly","Daily","Monthly",45,0,"Lockup period not exceeding two years / Lockup Period undisclosed",30,"Redemption proceeds are ordinarily paid within 3 business days, but under certain circumstances payment could be delayed for up to 30 days",2018-12-31 00:00:00,0,"None","Ireland"
2313,"Falcon Point Long/Short Tax Exempt LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,1995-07-03 00:00:00,2017-09-25 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",250000,1,20,"Monthly",1,0,1,110,0,0,1,1,0,1,250000,0,0,1,0,0,1,3000000,"Monthly","Monthly","Quarterly",30,12,"",0,"No Payout Period",2018-12-31 00:00:00,1,"California","United States"
2314,"Falcon Point Long/Short Qualified LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,1998-01-01 00:00:00,2017-09-25 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",250000,1,20,"Monthly",1,0,1,110,0,0,1,1,0,1,250000,0,1,0,0,0,1,3000000,"Monthly","Monthly","Quarterly",30,12,"",0,"No Payout Period",2018-12-31 00:00:00,1,"California","United States"
2315,"Ennismore European Smaller Companies Hedge","Long/Short Equity Hedge","EUR","Euro","OEIC",,,1999-01-27 00:00:00,2015-08-13 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,2,20,"Not Defined",0,0,1,80,10,0,0,1,0,1,0,0,1,0,0,0,0,0,"Monthly","Monthly","Monthly",30,0,"No Lockup",0,"No payout",2018-12-31 00:00:00,0,"None","Cayman Islands"
2334,"Alternative Investments LP","Fund of Funds","USD","US Dollar","Limited Partnership",,,1996-12-02 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",1000000,1,5,"Quarterly",1,0,0,0,0,0,0,0,0,1,36000000,0,1,0,0,1,1,50000000,"Monthly","Monthly","Annual",90,12,"12 months",60,"No payout",2018-12-31 00:00:00,1,"Delaware","United States"
2343,"Diamond A Partners LP","Event Driven","USD","US Dollar","Limited Partnership",,,1993-02-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",500000,1,20,"Quarterly",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Monthly","Quarterly","Semi-Annually",45,12,"nil",0,"",2018-12-31 00:00:00,0,"California","United States"
2355,"EntrustPermal Fixed Income Holdings NV A USD","Fund of Funds","USD","US Dollar","Open Ended Investment Scheme",,,1996-12-31 00:00:00,2009-02-23 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,2,5,"Monthly",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Monthly","Monthly","Monthly",20,0,"nil",0,"",2018-12-31 00:00:00,0,"None","Curacao"
2360,"Platinum Japan Fund Ltd A","Long/Short Equity Hedge","USD","US Dollar","OEIC",,,1999-04-01 00:00:00,2018-10-12 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1,20,"Monthly",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100000000,"Monthly","Monthly","Monthly",15,12,"Shares in the Fund may be redeemed prior to the twelve month anniversary of such subscription, provided that the shareholder agrees to pay a redemption fee equal to 5% of the redemption proceeds.",5,"95% of the redemption proceeds within 5 Business Days of the relevant Redemption Date and as to  the balance, within 30 calendar days of the Redemption Date.",2018-12-31 00:00:00,0,"None","Bermuda"
2373,"Gems Low Volatility Portfolio Regular USD","Fund of Funds","USD","US Dollar","LU - SICAV - Part 2",,,1995-01-02 00:00:00,2011-03-31 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",50000,2,10,"Not Defined",1,0,1,15,8,0,1,1,0,1,0,0,1,0,0,1,0,0,"Monthly","Monthly","Monthly",45,0,"up to 5%",30,"No Payout",2018-12-31 00:00:00,0,"None","Luxembourg"
2385,"Wexford Offshore Spectrum","Global Macro","USD","US Dollar","Exempted Company",,,1997-04-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",5000000,1.5,20,"Monthly",1,0,1,0,0,0,0,0,0,1,,0,1,1,0,0,0,0,"Monthly","Monthly","Quarterly",90,12,"1 year soft lock-up, 5% penalty",90,"Quarterly",2018-12-31 00:00:00,1,"None","Cayman Islands"
2396,"Sierra Europe Offshore Ltd B EUR","Long/Short Equity Hedge","EUR","Euro","OEIC",,,1997-11-03 00:00:00,2018-04-13 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",150000,1.5,20,"Annual",0,0,1,50,0,0,0,1,0,0,0,0,1,0,0,0,1,10000000,"Monthly","Monthly","Monthly",30,0,"No lockup period.",0,"No lockup period.",2018-12-31 00:00:00,0,"None","Cayman Islands"
2527,"Needham Emerging Growth Partners LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,1992-07-17 00:00:00,2010-05-27 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",500000,1,15,"Monthly",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"Monthly","Monthly","Quarterly",30,0,"No Lockup",0,"No Payout",2019-05-31 00:00:00,0,"New York","United States"
2533,"Sandler Associates","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,1991-01-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",1000000,1.5,20,"Monthly",1,0,1,200,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"Monthly","Monthly","Quarterly",30,0,"No lockup period.",5,"95% in 5 business days, 5% holdback until audit",2018-12-31 00:00:00,0,"New York","United States"
2540,"Harvest Capital Fund LP","Event Driven","USD","US Dollar","Limited Partnership",1900-01-01 00:00:00,2002-03-01 00:00:00,1993-09-07 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",1000000,1,20,"Quarterly",1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,"Monthly","Annual","Annual",45,0,"No Lockup Period",360,"",2018-12-31 00:00:00,1,"Delaware","United States"
2701,"Mark Partners LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,1985-07-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",2000000,1,,"Annual",1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"Monthly","Quarterly","Quarterly",30,0,"No lockup period.",90,"",2018-12-31 00:00:00,0,"New York","United States"
2721,"Sandler Offshore Inc","Long/Short Equity Hedge","USD","US Dollar","OEIC",,,1996-06-03 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",2000000,1.5,20,"Monthly",1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Monthly",30,0,"No lockup period.",5,"95% in 5 business days, 5% holdback until audit",2019-05-31 00:00:00,0,"None","Virgin Islands (British)"
2799,"Dunlap Capital Partners LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,1995-02-15 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",500000,1,15,"Quarterly",1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"Monthly","Quarterly","Quarterly",30,12,"",0,"No Payout comment",2018-12-31 00:00:00,0,"California","United States"
2912,"Gabelli Performance Partners LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",1900-01-01 00:00:00,,1987-01-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",1000000,0.9,20,"Not Defined",0,0,1,50,10,0,0,1,0,0,,0,1,0,0,0,0,0,"Monthly","Annual","Annual",30,0,"No Lockup Period",0,"No Payout Comment",2018-12-31 00:00:00,0,"New York","United States"
2947,"MAN GLG Global Credit Multi-Strategy IL XX USD RES","Multi-Strategy","USD","US Dollar","Exempted Limited Liability Co",2003-12-01 00:00:00,,1998-01-15 00:00:00,2011-06-09 00:00:00,2019-08-31 00:00:00,"N",100,100,0,"R",100000,0.5,20,"Monthly",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Monthly",90,12,"3% Redemption Fee for redemptions prior to the expiration of the Lock-up.",28,"Redemption proceeds will normally be paid by telegraphic transfer to the Shareholder's account specified in the Application Form within five  (5) Business Days after the Dealing Day.",2018-12-31 00:00:00,0,"None","Cayman Islands"
2989,"Langdon Street Capital LP","Event Driven","USD","US Dollar","Limited Partnership",,,1993-01-01 00:00:00,2013-03-25 00:00:00,2019-06-30 00:00:00,"N",1000,1000,0,"R",500000,1,20,"Not Defined",1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,"Monthly","Monthly","Annual",60,0,"nil",0,"",2018-12-31 00:00:00,0,"Delaware","United States"
2990,"March Capital Partners LP","Event Driven","USD","US Dollar","Limited Partnership",,,1995-01-02 00:00:00,2013-03-25 00:00:00,2019-06-30 00:00:00,"N",1000,1000,0,"R",500000,1,20,"Not Defined",1,0,1,195,165,0,0,1,0,1,,0,1,0,0,0,0,0,"Monthly","Monthly","Annual",90,0,"nil",0,"",2018-12-31 00:00:00,0,"Delaware","United States"
2997,"Europanel SICAV-Multi Strategies Fdr","Fund of Funds","EUR","Euro","LU - SICAV - Part 2",,,1999-05-31 00:00:00,2009-01-29 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",50000,0.6,0,"Monthly",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Monthly","Monthly","Monthly",37,0,"No Lockup",0,"No Payout comment",2018-12-31 00:00:00,0,"None","Luxembourg"
3020,"Winton Ltd Tranche B USD","Multi-Strategy","USD","US Dollar","Exempted Limited Liability Co",,,1997-10-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"N",1000000,0.9,16,"Monthly",1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,50000000,"Monthly","Monthly","Monthly",2,0,"There is an early redemption fee of 3% of redemption proceeds for shares redeemed within 1 year of investment; 2% in the second year of investment; 1% in the third year of investment.",10,"10 days.",2018-12-31 00:00:00,1,"None","Cayman Islands"
3022,"Medalist Partners Harvest Fund LP","Other","USD","US Dollar","Limited Partnership",,,2012-08-01 00:00:00,2018-05-21 00:00:00,2018-04-30 00:00:00,"N",1000,1000,0,"R",5000000,1.5,20,,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,,"Monthly",,,60,12,"nil",0,"",2017-12-31 00:00:00,0,"None","United States"
3089,"Bay Resource Partners LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,1993-01-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",1000000,1,20,"Quarterly",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Monthly","Quarterly","Quarterly",45,0,"no lockup",30,"At least 90% will be paid within 30 days of redemptin with the balance paid within 10 days of the receipt of the Partnership's audit.",2018-12-31 00:00:00,0,"Delaware","United States"
3090,"Bay Resource Partners Offshore Fund Ltd","Long/Short Equity Hedge","USD","US Dollar","CA - Ltd Partnership",,,1998-08-03 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",500000,1,20,"Quarterly",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Monthly","Monthly","Quarterly",45,0,"There is no lock up period.",30,"At least 95% will be paid within 10 days following redemption with the remainder paid within 60 days pending final calculation of the redemption amount.",2018-12-31 00:00:00,0,"None","Cayman Islands"
3199,"SVM Highlander EUR","Long/Short Equity Hedge","EUR","Euro","ICVC",2002-07-01 00:00:00,2004-12-31 00:00:00,1999-04-30 00:00:00,2007-05-07 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",250000,1,20,"Annual",1,0,1,300,200,0,1,1,0,1,0,0,1,0,0,0,1,0,"Monthly","Weekly","Weekly",5,6,"",0,"up to 1%",2018-11-30 00:00:00,0,"None","Ireland"
3208,"AlphaGen Capella B EUR","Long/Short Equity Hedge","EUR","Euro","Open-ended investment fund",1900-01-01 00:00:00,,1999-11-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,0.75,20,"Monthly",1,0,1,24,0,0,0,1,0,0,0,1,1,0,0,0,0,0,"Monthly","Monthly","Monthly",30,0,"No lockup.",20,"",2019-04-27 00:00:00,0,"None","Cayman Islands"
3213,"K2 Asian Absolute Return Fund","Long/Short Equity Hedge","AUD","Australian Dollar","Unit trust",,,1999-08-31 00:00:00,2010-07-09 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",20000,1.515,0,"Monthly",1,0,0,65,10,0,0,1,0,0,0,0,0,0,0,0,0,0,"Monthly","Daily","Daily",0,0,"No Lockup Period",5,"",2019-06-30 00:00:00,0,"None","Australia"
3373,"GEM Emerging Value Opportunities Bahamas Ltd","Emerging Markets","USD","US Dollar","Limited Liability Company",,,1993-11-30 00:00:00,2017-03-17 00:00:00,2019-09-30 00:00:00,"N",302.68,302.68,0,"N",50000,2,20,"Monthly",1,1,0,30,0,0,0,0,0,0,0,0,1,1,0,0,1,1000000,"Monthly","Monthly","Monthly",30,0,"There is a 3% fee if redeemed within first year.",30,"At least 90% will be paid within 30 days with the balance paid upon the completion of the year end audit.",2018-12-31 00:00:00,0,"None","Bahamas"
3705,"PAW Small Cap Partners LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",1900-01-01 00:00:00,2006-03-24 00:00:00,1998-01-01 00:00:00,2017-02-15 00:00:00,2019-09-30 00:00:00,"N",1000000,1000000,0,"R",1000000,1,20,"Quarterly",1,0,0,0,0,0,0,0,0,1,1000000,0,0,1,0,0,1,10000000,"Monthly","Quarterly","Annual",90,24,"No lockup",0,"95% of full redemptions paid out on 1st business day; remaining 5% paid out within 45 days.",2018-12-31 00:00:00,0,"Delaware","United States"
3713,"WPG Partners Opportunistic Value LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,2000-01-03 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",1000000,1,20,"Quarterly",1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"Monthly","Monthly","Annual",60,12,"1 year",0,"No Payout Comment",2018-12-31 00:00:00,0,"Delaware","United States"
3875,"Euronova Smaller Companies","Long/Short Equity Hedge","EUR","Euro","Exempted Limited Liability Co",,,2000-10-02 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,1.13,10,"Monthly",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Monthly",30,0,"No Lockup Period",10,"No Payout Comment",2019-09-30 00:00:00,0,"None","Cayman Islands"
3880,"Antares European LP","Long/Short Equity Hedge","EUR","Euro","Limited Partnership",,,1998-12-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,1.25,20,"Monthly",1,0,0,130,120,0,0,0,0,0,,0,1,0,0,0,0,0,"Monthly","Monthly","Quarterly",15,24,"4% fee if withdrawn withing the first 6 months, fee is reduced by 1% for each 6 month period thereafter.",30,"",2018-12-31 00:00:00,0,"Delaware","United States"
3970,"Antares European Ltd USD","Long/Short Equity Hedge","USD","US Dollar","Limited Liability Company",,,1998-12-08 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,1.25,20,"Monthly",1,0,1,130,120,0,0,1,0,1,0,0,1,0,0,0,0,0,"Monthly","Monthly","Monthly",15,0,"",0,"0% - 1%",2018-12-31 00:00:00,0,"None","Bermuda"
3992,"Pharo Trading Ltd","Emerging Markets","USD","US Dollar","Exempted Limited Liability Co",2003-02-01 00:00:00,,2000-12-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",5000000,2,20,"Monthly",1,0,1,500,150,1,1,1,1,1,23000000,0,0,0,0,0,0,0,"Monthly","Monthly","Monthly",60,0,"",30,"2% if redeemed within first year",2018-12-31 00:00:00,0,"None","Cayman Islands"
3993,"MLM Macro-Peak Partners LP","Global Macro","USD","US Dollar","Limited Partnership",,,1996-02-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",10000000,1.5,25,"Quarterly",1,0,1,500,400,1,0,0,0,1,0,0,0,0,0,0,1,25000000,"Monthly","Monthly","Monthly",10,0,"",10,"At least 90% will be paid within 10 days of redemption and the remainder within 60 days of the redemption date.",2018-12-31 00:00:00,0,"Delaware","United States"
4037,"Havens Partners Fund LP","Event Driven","USD","US Dollar","Limited Partnership",,,1996-01-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",1000000,1,20,"Quarterly",1,0,1,200,133,0,1,1,0,1,0,1,0,0,0,0,0,0,"Monthly","Monthly","Quarterly",60,0,"No Lockup Period",0,"No Payout Period",2018-12-31 00:00:00,0,"Delaware","United States"
4068,"Camden Yield Strategies II LP","Convertible Arbitrage","USD","US Dollar","Limited Partnership",,,1993-07-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",100000,1,15,"Annual",1,0,1,200,200,0,0,1,0,1,8000000,0,1,0,0,0,1,25000000,"Monthly","Monthly","Monthly",30,0,"No Lockup Period",0,"No payout comment",2018-12-31 00:00:00,1,"California","United States"
4096,"K2 Australian Absolute Return Fund","Long/Short Equity Hedge","AUD","Australian Dollar","Unit trust",2004-10-29 00:00:00,,1999-09-30 00:00:00,2010-07-09 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",20000,1.578,0,"Monthly",1,0,0,65,10,0,0,1,0,0,0,0,0,0,0,0,0,0,"Monthly","Daily","Daily",0,0,"No Lockup Period",5,"",2019-06-30 00:00:00,0,"None","Australia"
4098,"Haidar Jupiter Master Fund","Global Macro","USD","US Dollar","Limited Liability Company",,,1999-11-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,2,20,"Monthly",1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"Monthly","Monthly","Monthly",3,0,"",0,"15 business days after redemption date",2018-12-31 00:00:00,0,"Delaware","United States"
4126,"Horseman Global Ltd A USD","Long/Short Equity Hedge","USD","US Dollar","Exempted Limited Liability Co",1900-01-01 00:00:00,,2001-02-01 00:00:00,2007-05-07 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1,20,"Monthly",0,0,1,40,0,0,0,1,0,1,15000000,0,1,0,0,0,0,0,"Monthly","Monthly","Monthly",30,0,"No lockup period.",5,"Payment of redemption proceeds will normally be made within 5 Business Days of the relevant  Dealing Day.",2018-12-31 00:00:00,0,"None","Cayman Islands"
4333,"Scott's Cove Special Credits I LP","Other","USD","US Dollar","Limited Partnership",,,1999-01-01 00:00:00,2018-04-20 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",500000,1.5,20,"Quarterly",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Monthly","Quarterly","Quarterly",60,0,"No lockup period.",0,"No pyaout period.",2018-12-31 00:00:00,0,"Delaware","United States"
4372,"Windmill Partners LP","Fund of Funds","USD","US Dollar","Limited Partnership",,,1998-10-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1,20,"Quarterly",1,0,1,200,180,0,0,1,0,0,0,0,0,0,0,1,0,0,"Monthly","Monthly","Quarterly",45,0,"",,"Monthly payout",2018-12-31 00:00:00,0,"Delaware","United States"
4373,"Wynnefield Small Cap Value Offshore Ltd","Long/Short Equity Hedge","USD","US Dollar","Open Ended Investment Scheme",,,1997-01-01 00:00:00,2016-11-04 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1.5,20,"Quarterly",1,0,1,30,15,0,0,1,0,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Quarterly",60,12,"",30,"Quarterly redemption notice.",2018-12-31 00:00:00,0,"None","Cayman Islands"
4409,"Hillsdale Global Equity Fund Class A USD","Long/Short Equity Hedge","USD","US Dollar","CA - Trust",,,2000-07-31 00:00:00,2018-07-17 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",50000,2,20,"Monthly",1,0,1,200,180,0,0,1,0,1,,0,0,0,0,0,0,0,"Monthly","Monthly","Monthly",10,0,"nil",20,"",2018-11-30 00:00:00,0,"None","Canada"
4411,"Kinetics Inc","Long/Short Equity Hedge","USD","US Dollar","OEIC",,,2001-02-01 00:00:00,2017-08-22 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",500000,1.25,20,"Monthly",1,0,1,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Monthly",20,0,"",10,"",2018-12-31 00:00:00,0,"None","Cayman Islands"
4504,"Copernico Latin America Strategic A","Emerging Markets","USD","US Dollar","Exempted Limited Liability Co",,,1999-08-02 00:00:00,2017-06-12 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1,20,"Monthly",1,0,1,1.5,19,1,1,0,1,0,,0,1,0,0,0,1,5000000,"Monthly","Monthly","Monthly",30,0,"",10,"",2019-03-31 00:00:00,0,"None","Cayman Islands"
4512,"Alder Global 10 Currency Fund USD","Managed Futures","USD","US Dollar","Not Defined",,,2000-10-02 00:00:00,2018-06-19 00:00:00,2018-07-31 00:00:00,"N",1000,1000,0,"R",250000,0.625,12.5,"Monthly",1,0,1,212.5,0,0,0,0,0,0,,0,0,0,0,0,1,,"Monthly","Daily","Not Defined",0,0,"",0,"",2017-12-31 00:00:00,0,"None","Ireland"
4513,"Alder Global 20 Currency Fund USD","Managed Futures","USD","US Dollar","Not Defined",,,2001-02-01 00:00:00,2018-06-19 00:00:00,2018-07-31 00:00:00,"N",1000,1000,0,"R",250000,1.25,12.5,"Monthly",1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,"Monthly","Daily","Not Defined",0,0,"",0,"",2017-12-31 00:00:00,0,"None","Ireland"
4529,"Glazer Capital Management LP","Event Driven","USD","US Dollar","Limited Partnership",,,1999-01-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",500000,1,20,"Quarterly",1,0,0,0,0,0,0,0,0,1,1000000,0,0,0,0,0,1,20000000,"Monthly","Monthly","Monthly",30,0,"No Lockup Period",30,"Monthly",2018-12-31 00:00:00,0,"Delaware","United States"
4556,"Horizon Fund Ltd Class A","Event Driven","USD","US Dollar","Unit trust",,,2000-07-03 00:00:00,2017-03-03 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,0.94,20,"Quarterly",1,0,1,200,150,0,0,1,0,0,0,0,1,0,0,0,0,0,"Monthly","Quarterly","Quarterly",90,0,"No Lockup Period",0,"No Payout Period",2019-04-30 00:00:00,0,"None","Jersey"
4648,"Scott's Cove Special Credits Offshore I Ltd","Other","USD","US Dollar","Limited Corporation",,,1999-01-01 00:00:00,2018-04-19 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",500000,1.5,20,"Quarterly",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,"Monthly","Monthly","Quarterly",60,0,"No lockup period.",0,"No payout period.",2018-12-31 00:00:00,0,"None","Cayman Islands"
4866,"GLG European Long-Short A USD Restricted","Long/Short Equity Hedge","USD","US Dollar","Exempted Limited Liability Co",,,2000-09-29 00:00:00,2010-03-26 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,1.5,20,"Monthly",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Monthly","Monthly","Monthly",30,0,"No Lockup Period.",5,"No Redemption Notice period / Redemption proceeds will normally be paid within 5th Business Days after the Dealing Day.",2018-12-31 00:00:00,0,"None","Cayman Islands"
