"ProductReference","CompanyID","CompanyName","CompanyTypeID","CompanyType","Sequence","Address1","Address2","Address3","CityName","StateName","Zip","CountryName","Phone1","Phone2","Fax1","Fax2","MainEmail","WebAddress"
2373,83232,"Gems Advisors Limited",2,"Investment Advisor",1,"43 Grosvenor Street","Mayfair","","London","None","W1K 3HL","United Kingdom","+44 207 493 1617","","","","london@gemsadvisors.com","www.gemsadvisors.com"
2385,9851,"Wexford Capital LP",1,"Management Firm",1,"411 West Putnam Avenue","","","Greenwich","Connecticut","06830","United States","+1 203 862 7300","","+1 203 862 7324","","ir@wexford.com","www.wexford.com"
2385,9851,"Wexford Capital LP",2,"Investment Advisor",1,"411 West Putnam Avenue","","","Greenwich","Connecticut","06830","United States","+1 203 862 7300","","+1 203 862 7324","","ir@wexford.com","www.wexford.com"
2396,6462,"Sierra Global Management LLC",1,"Management Firm",1,"126 East 56th Street","18th Floor","","New York","New York","10022","United States","+1 212 207 3235","","+1 212 486 5307","","","www.sierraglobal.com"
2396,6462,"Sierra Global Management LLC",2,"Investment Advisor",1,"126 East 56th Street","18th Floor","","New York","New York","10022","United States","+1 212 207 3235","","+1 212 486 5307","","","www.sierraglobal.com"
2396,6462,"Sierra Global Management LLC",11,"Underwriter/Sponsor",1,"126 East 56th Street","18th Floor","","New York","New York","10022","United States","+1 212 207 3235","","+1 212 486 5307","","","www.sierraglobal.com"
2527,88357,"Needham Investment Management LLC",1,"Management Firm",1,"445 Park Avenue, 3rd Floorf","","","New York","New York","10022","United States","+1 212 371 8300","+1 212 705 0293","+1 212 371 9057","","kmumma@needhamco.com","www.needhamfunds.com"
2527,88357,"Needham Investment Management LLC",2,"Investment Advisor",1,"445 Park Avenue, 3rd Floorf","","","New York","New York","10022","United States","+1 212 371 8300","+1 212 705 0293","+1 212 371 9057","","kmumma@needhamco.com","www.needhamfunds.com"
2527,88357,"Needham Investment Management LLC",11,"Underwriter/Sponsor",1,"445 Park Avenue, 3rd Floorf","","","New York","New York","10022","United States","+1 212 371 8300","+1 212 705 0293","+1 212 371 9057","","kmumma@needhamco.com","www.needhamfunds.com"
2533,43785,"Sandler Capital Management",1,"Management Firm",1,"711 Fifth Avenue","15th Floor","","New York","New York","10022","United States","+1 212 754 8133","+1 212 754 8102","+1 212 754 8164","+1 212 832 0370","","http://www.sandlercap.com/"
2533,43785,"Sandler Capital Management",11,"Underwriter/Sponsor",1,"711 Fifth Avenue","15th Floor","","New York","New York","10022","United States","+1 212 754 8133","+1 212 754 8102","+1 212 754 8164","+1 212 832 0370","","http://www.sandlercap.com/"
2540,9491,"Harvest Management LLC",1,"Management Firm",1,"32 East 57th Street","20th Floor","","New York","New York","10022","United States","+1 212 644 2202","","+1 212 644 2210","","","www.HarvestManagement.com"
2540,9491,"Harvest Management LLC",2,"Investment Advisor",1,"32 East 57th Street","20th Floor","","New York","New York","10022","United States","+1 212 644 2202","","+1 212 644 2210","","","www.HarvestManagement.com"
2799,11132,"Dunlap Equity Management LLC",1,"Management Firm",1,"Dunlap Equity Management, LLC","199 Fremont Street","11th floor","San Francisco","California","94105","United States","+1 415 273 7970","","+1 415 273 7971","","","http://www.dunlapequity.com/default.asp"
2799,11132,"Dunlap Equity Management LLC",2,"Investment Advisor",1,"Dunlap Equity Management, LLC","199 Fremont Street","11th floor","San Francisco","California","94105","United States","+1 415 273 7970","","+1 415 273 7971","","","http://www.dunlapequity.com/default.asp"
2912,10,"N/A",2,"Investment Advisor",1,"","","","None","None","","None","","","","","",""
2912,46882,"MJG Associates Inc & Mario J Gabelli",1,"Management Firm",1,"","","","None","None","","None","","","","","",""
2912,46882,"MJG Associates Inc & Mario J Gabelli",11,"Underwriter/Sponsor",1,"","","","None","None","","None","","","","","",""
2947,70540,"GLG Partners LP",2,"Investment Advisor",1,"1 Curzon Street","","","London","None","W1J 5HB","United Kingdom","+44 20 7016 7379","","+44 20 7016 7299","","","www.glgpartners.com"
2947,83047,"GLG Partners (Cayman) Limited",1,"Management Firm",1,"The Waterfront Centre, North Church Street","PO Box 2427","","George Town","None","KY1-1105","Cayman Islands","","","","","","https://www.glgpartners.com/"
2947,88296,"J&E Davy",11,"Underwriter/Sponsor",1,"Davy House","49 Dawson Street","","Dublin 2","","","Ireland","","","","","",""
2989,47488,"MARCH Partners LLC",1,"Management Firm",1,"570 Lexington Avenue","24th Floor","","New York","New York","10022","United States","+1 212 813 1000","","+1 212 813 1100","","","www.marchpartners.com"
2989,47488,"MARCH Partners LLC",2,"Investment Advisor",1,"570 Lexington Avenue","24th Floor","","New York","New York","10022","United States","+1 212 813 1000","","+1 212 813 1100","","","www.marchpartners.com"
2989,47488,"MARCH Partners LLC",11,"Underwriter/Sponsor",1,"570 Lexington Avenue","24th Floor","","New York","New York","10022","United States","+1 212 813 1000","","+1 212 813 1100","","","www.marchpartners.com"
2990,47488,"MARCH Partners LLC",1,"Management Firm",1,"570 Lexington Avenue","24th Floor","","New York","New York","10022","United States","+1 212 813 1000","","+1 212 813 1100","","","www.marchpartners.com"
2990,47488,"MARCH Partners LLC",2,"Investment Advisor",1,"570 Lexington Avenue","24th Floor","","New York","New York","10022","United States","+1 212 813 1000","","+1 212 813 1100","","","www.marchpartners.com"
2990,47488,"MARCH Partners LLC",11,"Underwriter/Sponsor",1,"570 Lexington Avenue","24th Floor","","New York","New York","10022","United States","+1 212 813 1000","","+1 212 813 1100","","","www.marchpartners.com"
2997,34442,"Banque Privee Edmond de Rothschild Luxembourg",2,"Investment Advisor",1,"20 Emmanuel Servais","","","Luxembourg","None","L-2535","Luxembourg","+352 4 79 3461","","+352 4 72 986","","","www.lcf-rothschild.lu"
2997,85597,"Europanel Research and Alternative Asset Management",1,"Management Firm",1,"49-51 Avenue George V","","","Paris","","F - 75008","France","+ 33 1 53 43 20 80","","","","contact@eraam.com","www.eraam.com"
3020,47883,"Winton Capital Management Ltd",1,"Management Firm",1,"5 St Mary Abbot`s Place","","","London","None","W8 6LS","United Kingdom","+44 20 7610 5350","","+44 20 7610 5301","","","www.WintonCapital.com"
3020,47883,"Winton Capital Management Ltd",2,"Investment Advisor",1,"5 St Mary Abbot`s Place","","","London","None","W8 6LS","United Kingdom","+44 20 7610 5350","","+44 20 7610 5301","","","www.WintonCapital.com"
3022,11994,"Bengal Capital Management LLC",1,"Management Firm",1,"62 Southfield Avenue","","","Stamford","Connecticut","06902","United States","+1 203 323 9838","","+1 203 323 9846","","",""
3022,11994,"Bengal Capital Management LLC",11,"Underwriter/Sponsor",1,"62 Southfield Avenue","","","Stamford","Connecticut","06902","United States","+1 203 323 9838","","+1 203 323 9846","","",""
3089,48516,"GMT Capital Corp.",1,"Management Firm",1,"2300 Windy Ridge Parkway","Suite 550 South","","Atlanta","Georgia","30339","United States","+1 770 989 8261","","+1 770 989 8259","","","www.gmtcapital.com"
3089,48516,"GMT Capital Corp.",2,"Investment Advisor",1,"2300 Windy Ridge Parkway","Suite 550 South","","Atlanta","Georgia","30339","United States","+1 770 989 8261","","+1 770 989 8259","","","www.gmtcapital.com"
3089,48516,"GMT Capital Corp.",11,"Underwriter/Sponsor",1,"2300 Windy Ridge Parkway","Suite 550 South","","Atlanta","Georgia","30339","United States","+1 770 989 8261","","+1 770 989 8259","","","www.gmtcapital.com"
3090,48516,"GMT Capital Corp.",1,"Management Firm",1,"2300 Windy Ridge Parkway","Suite 550 South","","Atlanta","Georgia","30339","United States","+1 770 989 8261","","+1 770 989 8259","","","www.gmtcapital.com"
3090,48516,"GMT Capital Corp.",2,"Investment Advisor",1,"2300 Windy Ridge Parkway","Suite 550 South","","Atlanta","Georgia","30339","United States","+1 770 989 8261","","+1 770 989 8259","","","www.gmtcapital.com"
3090,48526,"GMT Offshore Management LLC",11,"Underwriter/Sponsor",1,"","","","None","None","","None","","","","","",""
3208,29136,"NCB Stockbrokers Ltd",11,"Underwriter/Sponsor",1,"3 George's Dock","International Financial Services Centre","","Dublin 1","None","","Ireland","","","","","",""
3208,84261,"Henderson Alternative Investment Advisor Ltd",1,"Management Firm",1,"201 Bishopsgate","","","London","","EC2M 3AE","United Kingdom","+44 020 7818 1818","","+44 020 7818 1819","","","www.henderson.co.uk"
3208,84261,"Henderson Alternative Investment Advisor Ltd",2,"Investment Advisor",1,"201 Bishopsgate","","","London","","EC2M 3AE","United Kingdom","+44 020 7818 1818","","+44 020 7818 1819","","","www.henderson.co.uk"
3213,83298,"K2 Asset Management Ltd",1,"Management Firm",1,"C/- K2 Asset Management","Level 32, 101 Collins Street","","Melbourne","None","3000","Australia","+61 3 9691 6111","","+ 613 9602 5586","","information@k2am.com.au","www.k2am.com.au"
3213,83298,"K2 Asset Management Ltd",2,"Investment Advisor",1,"C/- K2 Asset Management","Level 32, 101 Collins Street","","Melbourne","None","3000","Australia","+61 3 9691 6111","","+ 613 9602 5586","","information@k2am.com.au","www.k2am.com.au"
3373,10,"N/A",11,"Underwriter/Sponsor",1,"","","","None","None","","None","","","","","",""
3373,79971,"GEM Global Equity Management SA",1,"Management Firm",1,"Lyford Cay Drive","Lyford Cay","P.O. Box N-9204","Nassau","None","","Bahamas","+ 242 362 4001","","+ 242 362 4018","","toby@gem.bs","www.gem.bs"
3373,79971,"GEM Global Equity Management SA",2,"Investment Advisor",1,"Lyford Cay Drive","Lyford Cay","P.O. Box N-9204","Nassau","None","","Bahamas","+ 242 362 4001","","+ 242 362 4018","","toby@gem.bs","www.gem.bs"
3705,33437,"PAW Capital Partners LP",1,"Management Firm",1,"4 Greenwich Office Park","3rd Floor","","Greenwich","Connecticut","06831-5153","United States","+1 203 862 3300","","+1 203 661 0987","","","www.pawpartners.com"
3705,33437,"PAW Capital Partners LP",2,"Investment Advisor",1,"4 Greenwich Office Park","3rd Floor","","Greenwich","Connecticut","06831-5153","United States","+1 203 862 3300","","+1 203 661 0987","","","www.pawpartners.com"
3713,6866,"Weiss, Peck & Greer Investments",1,"Management Firm",1,"909 Third Avenue","31st Floor","","New York","New York","10022","United States","+1 212 908 9768","","+1 212 908 0423","","",""
3713,80573,"Robeco Investment Management",2,"Investment Advisor",1,"909 Third Avenue","31st Floor","","New York","New York","10022","United States","+1 212 908 9500","","","","","www.robecoinvest.com"
3875,72050,"Euronova Asset Management Limited",1,"Management Firm",1,"7-9 North St David Street","St Andrew Square","","Edinburgh","None","EH2 1AW","United Kingdom","+44 131 524 9456","","+44 131 524 9457","","","www.euronam.co.uk"
3875,72050,"Euronova Asset Management Limited",2,"Investment Advisor",1,"7-9 North St David Street","St Andrew Square","","Edinburgh","None","EH2 1AW","United Kingdom","+44 131 524 9456","","+44 131 524 9457","","","www.euronam.co.uk"
3880,47364,"Antares Investment Management Ltd",1,"Management Firm",1,"Canon's Court","22 Victoria Street","","Hamilton","None","HM12","Bermuda","+35 31 707 5013","","+35 31 707 5100","","","http://www.antaresinvestment.ca/index.html"
3970,10,"N/A",2,"Investment Advisor",1,"","","","None","None","","None","","","","","",""
3970,47364,"Antares Investment Management Ltd",1,"Management Firm",1,"Canon's Court","22 Victoria Street","","Hamilton","None","HM12","Bermuda","+35 31 707 5013","","+35 31 707 5100","","","http://www.antaresinvestment.ca/index.html"
3970,47364,"Antares Investment Management Ltd",11,"Underwriter/Sponsor",1,"Canon's Court","22 Victoria Street","","Hamilton","None","HM12","Bermuda","+35 31 707 5013","","+35 31 707 5100","","","http://www.antaresinvestment.ca/index.html"
3992,72651,"Pharo Management LLC",1,"Management Firm",1,"1370 Avenue of the Americas","Suite 2603","","New York","New York","10019","United States","+1 212 641 8686","","+1 212 641 8699","","","www.pharofund.com"
3992,72651,"Pharo Management LLC",2,"Investment Advisor",1,"1370 Avenue of the Americas","Suite 2603","","New York","New York","10019","United States","+1 212 641 8686","","+1 212 641 8699","","","www.pharofund.com"
3993,70107,"Mount Lucas Management LP",1,"Management Firm",1,"405 South State Street","","","Newton","Pennsylvania","18940","United States","+1 800 545 0071","","+1 609 683 1523","","clientservice@mtlucas.com","www.mtlucas.com"
3993,70107,"Mount Lucas Management LP",2,"Investment Advisor",1,"405 South State Street","","","Newton","Pennsylvania","18940","United States","+1 800 545 0071","","+1 609 683 1523","","clientservice@mtlucas.com","www.mtlucas.com"
3993,70107,"Mount Lucas Management LP",11,"Underwriter/Sponsor",1,"405 South State Street","","","Newton","Pennsylvania","18940","United States","+1 800 545 0071","","+1 609 683 1523","","clientservice@mtlucas.com","www.mtlucas.com"
4037,72056,"Havens Advisors LLC",1,"Management Firm",1,"600 Lexington Avenue","29th Floor","","New York","New York","10022","United States","+1 212 355 0050","","+1 212 355 0599","","","www.havenspartners.com"
4037,72056,"Havens Advisors LLC",2,"Investment Advisor",1,"600 Lexington Avenue","29th Floor","","New York","New York","10022","United States","+1 212 355 0050","","+1 212 355 0599","","","www.havenspartners.com"
4037,72056,"Havens Advisors LLC",11,"Underwriter/Sponsor",1,"600 Lexington Avenue","29th Floor","","New York","New York","10022","United States","+1 212 355 0050","","+1 212 355 0599","","","www.havenspartners.com"
4068,8215,"Camden Asset Management LLC",1,"Management Firm",1,"2049 Century Park East","Suite 330","","Los Angeles","California","90067","United States","+1 914 961 0246","","+1 914 961 0735","","","www.camdenassetmanagement.com"
4068,8215,"Camden Asset Management LLC",2,"Investment Advisor",1,"2049 Century Park East","Suite 330","","Los Angeles","California","90067","United States","+1 914 961 0246","","+1 914 961 0735","","","www.camdenassetmanagement.com"
4068,71778,"John Wagner",11,"Underwriter/Sponsor",1,"Seiler & Company LLC","120 Montgomery Street","Suite 2250","San Francisco","California","94104","United States","","","","","",""
4096,83298,"K2 Asset Management Ltd",1,"Management Firm",1,"C/- K2 Asset Management","Level 32, 101 Collins Street","","Melbourne","None","3000","Australia","+61 3 9691 6111","","+ 613 9602 5586","","information@k2am.com.au","www.k2am.com.au"
4096,83298,"K2 Asset Management Ltd",2,"Investment Advisor",1,"C/- K2 Asset Management","Level 32, 101 Collins Street","","Melbourne","None","3000","Australia","+61 3 9691 6111","","+ 613 9602 5586","","information@k2am.com.au","www.k2am.com.au"
4126,72681,"Horseman Capital Management Ltd",1,"Management Firm",1,"9 Chester Close","","","London","None","SW1X 7BE","United Kingdom","+44 20 7838 7580","","+44 20 7838 7590","","","www.horsemancapital.com"
4126,90004,"Horseman Capital Management LP",2,"Investment Advisor",1,"9 Chester Close","","","London","","SW1X 7BE","United Kingdom","+44 207 838 7580","","","","info@horsemancapital.com",""
4333,74758,"Scott's Cove Capital Management LLC",2,"Investment Advisor",1,"10 Rockefeller Plaza","Suite 610","","New York","New York","10020","United States","+1 212 554 2365","","+1 212 554 2363","","",""
4372,71773,"Windmill Capital LLC",1,"Management Firm",1,"641 Lexington Avenue","21st Floor","","New York","New York","10022","United States","+1 212 935 6900","","+1 212 935 6666","","","www.windmillcapital.com"
4372,71773,"Windmill Capital LLC",2,"Investment Advisor",1,"641 Lexington Avenue","21st Floor","","New York","New York","10022","United States","+1 212 935 6900","","+1 212 935 6666","","","www.windmillcapital.com"
4373,10,"N/A",3,"Sub Advisor",1,"","","","None","None","","None","","","","","",""
4373,10,"N/A",11,"Underwriter/Sponsor",1,"","","","None","None","","None","","","","","",""
4373,11489,"Wynnefield Capital Inc",1,"Management Firm",1,"450 7th Avenue","Suite 509","","New York","New York","10123","United States","+1 212 760 0278","","+1 212 760 0824","","","www.wynnefieldcapital.com"
4373,11489,"Wynnefield Capital Inc",2,"Investment Advisor",1,"450 7th Avenue","Suite 509","","New York","New York","10123","United States","+1 212 760 0278","","+1 212 760 0824","","","www.wynnefieldcapital.com"
